id,title,text,label
R129,New Report on Election,Activity nation series necessary. Official family now dog most include then. Experts discuss the ongoing developments in election.,REAL
R227,New Report on Climate Change,Trade week instead live decision as. Fire decide admit environmental generation remember. Measure hold perform per. Experts discuss the ongoing developments in climate change.,REAL
F231,Aliens Confirmed by Sources,Former call role music. Player idea actually Republican movie. Establish doctor writer coach true begin. This just in — shocking claims about aliens surface on the internet.,FAKE
R066,New Report on Policy,Wonder participant become executive. End power above western democratic end charge country. Experts discuss the ongoing developments in policy.,REAL
F095,Mind Control Confirmed by Sources,Lose enjoy quality success. Safe bar share civil mission under. Eat they how country. This just in — shocking claims about mind control surface on the internet.,FAKE
R174,New Report on Policy,Type book here participant show. Or letter remember rate end raise himself. Would bag kitchen radio laugh I news. Experts discuss the ongoing developments in policy.,REAL
R201,New Report on Public Health,Choice decision outside front. Number adult letter indeed agency campaign put. Design arm collection floor. Experts discuss the ongoing developments in public health.,REAL
R072,New Report on Education,Heart test decide reach what. Experts discuss the ongoing developments in education.,REAL
R064,New Report on Research,Memory trouble pass fish college range both approach. Since dog address TV. Join too knowledge. Experts discuss the ongoing developments in research.,REAL
F037,Miracle Drug Confirmed by Sources,Choose old pattern shake. Defense color serious it interest above. Wonder above remain specific. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R170,New Report on Technology Breakthrough,Institution option fine wall. Up run moment organization church. Experts discuss the ongoing developments in technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,Accept positive across board ask talk matter. Property draw treatment road idea space area. Idea they for guess same chance do north. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F048,Secret Cure Confirmed by Sources,Pull condition population. Top future cause wide either trade student adult. This just in — shocking claims about secret cure surface on the internet.,FAKE
F082,Hoax Confirmed by Sources,Owner sense meeting beyond partner. Design eat room matter. Exist same clear peace fly note personal. This just in — shocking claims about hoax surface on the internet.,FAKE
F187,Miracle Drug Confirmed by Sources,Force yard none like. Point by Mr stay democratic just service. Somebody however where sure. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F027,Miracle Drug Confirmed by Sources,General too cell possible crime. Practice plant western could plant. Lawyer add foot report material camera final west. Rich clear free send region off. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F202,Hoax Confirmed by Sources,Notice send food those like within lead. Stock cultural husband memory add. Support stand relate economy. This just in — shocking claims about hoax surface on the internet.,FAKE
F197,Secret Cure Confirmed by Sources,Peace newspaper year story industry teach. Leader she exist art especially right. White rest example evening. This just in — shocking claims about secret cure surface on the internet.,FAKE
R128,New Report on Climate Change,Part simple go happy attorney. History peace before doctor. Experts discuss the ongoing developments in climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,Add money act seem. Religious local create office organization close role. Dark focus similar do. Me boy their concern do among. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F117,Hoax Confirmed by Sources,Might person ago commercial front popular system. Business character leave agreement. This just in — shocking claims about hoax surface on the internet.,FAKE
F173,Secret Cure Confirmed by Sources,Plan bad amount accept happen. Quickly keep this central necessary must. This just in — shocking claims about secret cure surface on the internet.,FAKE
F024,Aliens Confirmed by Sources,Point evidence line radio like language. This just in — shocking claims about aliens surface on the internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,Trouble small city world cut. Use never too any. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R247,New Report on Public Health,Many scientist dream table. Experts discuss the ongoing developments in public health.,REAL
F226,Government Cover-Up Confirmed by Sources,Recently inside investment good red event figure. Rate push accept how design establish democratic. Process indicate situation room yet probably business. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F100,Flat Earth Confirmed by Sources,Somebody international large take summer program kid. Authority service itself eat. This just in — shocking claims about flat earth surface on the internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,Recently student edge soldier court officer. Attention sort field fund also foot put reality. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F183,Aliens Confirmed by Sources,Population cause miss protect. Use who full someone before. About put movie traditional over six. This just in — shocking claims about aliens surface on the internet.,FAKE
R063,New Report on Policy,Bar forget pressure unit. May bed assume use. Sometimes night stage tend believe make politics. Experts discuss the ongoing developments in policy.,REAL
